title,title_link,company,summary,result-link-bar,tt_set,turnstileLink,slNoUnderline,date,salary,location
Payroll & Billing Specialist,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cfox2NnZ1qbfidmdqN98UBrvBj0_GzDh3YZgGX0_NqSJqfdl6hW8VTVsA86VF7LejRwB7e9nxLoJNvG2JzPfH_gmv-juLaNr7FeIt9mW9y6fnA_sCRqwvmuugAJA4--uEWuRPvHX82kVFNMW41JOLm2KsZFLJqPG2St3Q6O0AmT-XEr6bj5abmWyX8Tg32C6DNHvsZ49hi-k2Tx3hLqljcI1cc_M1ibICsOLXFvXTTREIgHUSPeIMQ9rBPO0iuoqmwNQRCy8I-FC-IxbGL3UP8FBiuDSoe09cXb9qIUHwSmpFVaQAt4WA5qop0Z3rIi8CNSM50dVJGTKNpV4ZRqEJoveBB8fy16sPjxxu8wIV25WwEwZvDQAZ9vKRKSFuFHstwHa9yLcyjKTy50G-YtdnU5n40FJNkVuNnenFjmAgwlA0Pe1pHJggH0kcF4FhNzS4=&vjs=3&p=3&fvj=1,Custom Protective Services,"A Payroll Specialist is able to use payroll software with accuracy and efficiency. We offer Paid Time Off, Employer-provided health insurance (dental, vision and supplemental options available), 401K and TransitChek options....",Sponsored - 3 days ago   -  save job,-  save job,Custom Protective Services,34 reviews,3 days ago,"$44,000 - $45,000 a year",
Executive Assistant,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dta1lyQ7HiGFH5vi5JkfGDors9F_IjJCWFieH0gS1_5qbmHD1znh5SZtNUFOKC1cKMsAsIpkwsIXMGwp3iST66dPiWYmSUzRzvG6_aQzjCaq0aw60uig6nMzBgV3LsL_nsD_FwgQXxQqZVCxmRsNtxSDi4zhmjhRfA_nNOwBXY351TaA7M-Sliv0OWc0iYycEOrUwSDP_JHmZUfNXkEfSbf_1LVcG97qNWCfoZ1DUCowJK8zjRmwnZT6KWlizCQ75EXdXQaE5GNqfVVEdyGtYODaufzdzio9ZOfLcr4BeghbE-oXtHqFAmGv2CgIgSJYMEQmNKwq6KENh_-7590Bf_hTnj2uayp9nZ_MQMb8FcdHQWLQFCN3KUdIBvTCIUKJPIz1fYXHNkBv0oxemW5JcOY3htRzOBA1VSxwmTlIGgMV99tXrFRegG&vjs=3&p=1&fvj=1,PMO Global Services,"Using various software, including word processing, spreadsheets, databases, and presentation software. We are looking for a new Executive Assistant to support our executive team....",Sponsored - 2 days ago   -  save job,-  save job,,,2 days ago,"$55,000 - $56,000 a year",
Cage Floor Manager,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CvLiq-VenkuBgsLK-Yg9wCD6d0iBYFNVhLOc6LgAbmxwbWwCZdtuVYqZKjwPQZJTkcZ4lSaZvik-TOQCtihQQoNsoHy4HdEfIzmGktPE4Ku4N0Nq67E4a_lgsHrXdLfpXkTbCHvZuwe3UaqH1wjgfraPZCW2PkKpqyOin0Ddepz0YB8hjnJijQMiGowBIk8A4OWFEmr1lzKECpRabUhuyOeaVDwEj16d9PmsXY1PpjGETapspopmhUPACgcOprOSWIyIv07vB6P-IJOcHi2PAAGJlgD5cJPs-_0RS8UBhAcuhrPvsBYf35xFD8iKY_eMn1wAcmP12F0e_OQ9CucnG1jQGSQje9bbuqxtjKCdGc10m-3X94bbdjmwXeeWiHwuypBH-_AF-J34MqrVHyQoaZIrnNKrmisC-gVxUeFingYfLzgw3LxDV4&vjs=3&p=2&fvj=1,Resorts World Casino New York City,"Requires knowledge and ability to operate computers, computer software and general office equipment. Responsible for the training, directing, and managing all Cage Cashiers and Main Bankers....",Sponsored - save job,save job,Resorts World Casino New York City,22 reviews,,"$70,000 - $73,000 a year",
Community Manager - Luxury Residential,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CwlxI3fp-FThfaaODKP9C_n1XRJXA-tTYyYiQMII0Uj7z1T7wOfancE1DnaV7GPApq15bymQtlapH82hr03fci1FTiiuq2dEDQNYPhpWz7zIkmgJAHSmAS8Epw2_1zT7Poo4WrMu5rh9bJDaPlv_k7vzDElKKerJiQr2wW2Bz8qTz41LthzLX5mAKqBrISq_JMWDIlD8uaylYaqIvmqcGk6cuyobBJqw39k6otgI1svAKHJ9e-M8MuX5ddosgrTR8MQFPCFBeU-oyfm0csXImiHE258Crv97tQ2XC6hgiLPLvODNgmJ-6v9pqqR8ZHiXfrJzdAwelXT22eRhLcDdfBU5Z1zHx3s0Ao1iU5gytPFD6Ykt4_BDbcFgjUJJU-7oqYBiGZl50nC-KicG5fE_lvrydl1VQw3hlN05u6Pp4Y87MV3sFCcNYynDyRAjj8v1v8uelSWDE8Vw==&vjs=3&p=3&fvj=1,Delshah Capital,"Proficient understanding of the Microsoft suite, property management software preferred. Compliance with company standards and applicable laws, e.g., Fair Housing, Landlord Tenant, Local Building Codes, OSHA, and EEOC....",Sponsored - save job,save job,,,,"$90,000 - $130,000 a year",
Junior Data Scientist,https://www.indeed.com/company/ocean-across-bpm-services/jobs/Junior-Data-Scientist-703ff2ea8457b075?fccid=290b1e0427d3dac8&vjs=3,Ocean Across Bpm Services pvt ltd,"Work closely with software engineers and architects to extract, transform and standardize data for optimal use for analytic tools. 2+ years of Java coding experience*. New York, NY....",5 hours ago   -  save job - more...,-  save job - more...,,,5 hours ago,"$95,000 - $110,000 a year","New York, NY"
Software Engineer,https://www.indeed.com/rc/clk?jk=cc8f1e525baa07c4&fccid=824e86658e35aee4&vjs=3,Allergan,"Experience with software engineering best practices (e.g. Agile software development, test-driven development, unit testing, code reviews). Minimum of three (3) years of software engineering experience with expertise in technologies like...",16 days ago   -  save job - more...,-  save job - more...,Allergan,"1,129 reviews",16 days ago,,"New York, NY"
ODHR-003-HRIS Intern,https://www.indeed.com/rc/clk?jk=a35cc1c90fe28882&fccid=eb9f741e5a9caadd&vjs=3,New York City DEPT OF ENVIRONMENT PROTECTION,"The NYC Department of Environmental Protection (DEP) enriches the environment and protects public health for all New Yorkers by providing 1.1 billion gallons of high quality drinking water, managing wastewater and stormwater, and reducing...",NYC Careers - 18 days ago   -  save job - more...,-  save job - more...,New York City DEPT OF ENVIRONMENT PROTECTION,114 reviews,18 days ago,$15 an hour,"Queens, NY"
"Computer Associate (SW), Level II",https://www.indeed.com/rc/clk?jk=be6515cddf7309ba&fccid=7d71a6e7a63e35a0&vjs=3,New York City POLICE DEPARTMENT,"Java Scripts to customize UI/combination of Java Script and C sharp; Architect, design, and implement software related applications. A four-year high school diploma or its educational equivalent and five years of satisfactory full-time...",NYC Careers - 13 days ago   -  save job - more...,-  save job - more...,New York City POLICE DEPARTMENT,977 reviews,13 days ago,"$69,618 - $96,898 a year","New York, NY 10024 (Upper West Side area)"
Back-End Developer - Application Developement,https://www.indeed.com/rc/clk?jk=8dbb24432e98edba&fccid=16a97ed26c75bf2d&vjs=3,Goldman Sachs,"Experience building transactional systems and strong understanding of software architecture. Update and maintain documentation for team processes, best practices, and software runbooks. Analyze existing software implementations to identify...",11 days ago   -  save job - more...,-  save job - more...,Goldman Sachs,"1,377 reviews",11 days ago,,"New York, NY 10282 (Tribeca area)"
Monetization Backend Software Engineer,https://www.indeed.com/rc/clk?jk=3882669190e2d756&fccid=ec7026b814653f27&vjs=3,Oath Inc,"Experience with event logging, analytics pipelines, ETLs and analyzing big data for the purpose of technical troubleshooting. This includes our ad trafficking API, supply side integrations, analytics pipelines, ad placement algorithms, and...",2 days ago   -  save job - more...,-  save job - more...,Oath Inc,39 reviews,2 days ago,,"New York, NY 10024 (Upper West Side area)"
Senior Software Engineer,https://www.indeed.com/company/Biblioso/jobs/Senior-Software-Engineer-c7cac9098c2d17f1?fccid=cc9bcdda470cb0cc&vjs=3,VCruiting,"Experience with large-scale software systems. Interactive Brokers seeks a senior software engineer to join our expanding company as a full-time employee. Smart, technically oriented, willing to work hard and learn every day....",15 days ago   -  save job - more...,-  save job - more...,,,15 days ago,"$120,000 - $185,000 a year","New York, NY"
Software Engineer,https://www.indeed.com/rc/clk?jk=9afbc2924f84bd29&fccid=d2621f51dde471d3&vjs=3,Dow Jones,"As part of a cross-functional agile software team, you will design, implement,and maintain our web applications in a highly collaborative environment. It produces leading publications and products including the flagship Wall Street Journal,...",12 days ago   -  save job - more...,-  save job - more...,Dow Jones,189 reviews,12 days ago,,"New York, NY 10176 (Murray Hill area)"
Software Engineer Intern,https://www.indeed.com/rc/clk?jk=470f76f431a60a5a&fccid=61ebae8306f36240&vjs=3,BioDigital,Passion for working at the intersection of technology and health and a desire to build a cutting-edge health visualization platform. The ideal candidate has intimate knowledge of the latest web technologies and a strong desire to build a...,30+ days ago   -  save job - more...,-  save job - more...,,,30+ days ago,,"New York, NY 10012 (Little Italy area)"
Front End Developer (Venture Backed E-Commerce),https://www.indeed.com/company/Grow/jobs/Front-End-Developer-7cd4ceb1e3d0a258?fccid=da43c81aada13ee6&vjs=3,Grow,"Front End, Front-End, Frontend, Developer, Engineer, Software, JavaScript. Interest in working for a growing startup. What they offer:. An online beauty brand that recently received Series-B funding is hiring a Front End Engineer for their...",6 days ago   -  save job - more...,-  save job - more...,,,6 days ago,"$110,000 - $140,000 a year","New York, NY 10017 (Midtown area)"
Solar Site Auditor,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BMPIN6yUjO4ohEjJb4CWSjUq2_jiPTRrdHJn5tYuSOTVO_ENFsSdjnDKOMELpShrz1Vkrnt7WuYPENKLFwNGZnza8lYcpi_LLXq_a_aN8h0JdbgB4wO_1cjGzKLkqmfieulD_hSelUcp33hlOWwU5n3tx_g9U0oaan8fQezwcQ5zbeN75TcCoAjqxvHT2749M7QuDfUqhsXiIUbdy3SA15fTpJ2KO7NpRTGV2wrfTN7tjM4hiYxo4TBwtqyCfjzSRH45vswH9vM_tKoYzsaYCufi_ifZKfydDFPclPJ72B8YK_gyp1oGYr_nxxfpm0mMlEGEc-I8cq7WrK5IZ3ExC1mFPpXjFPUUyruXznf9uhQckRopKTGaSxa59m1OwzKWPYk6E3w8Zkc1KqiS-M5wYjCFDt5IpI_GJHPClqvNxfPN9RjNZE7C8fuEywETsAjHc=&vjs=3&p=4&fvj=1,Brooklyn SolarWorks,"CAD or Architectural Software is plus. He/She will be responsible for performing site surveys, assessing building conditions, and relaying critical information to BSW teams. Brooklyn SolarWorks is changing the way NYC goes solar....",Sponsored - save job,save job,,,,$18 - $20 an hour,
Vice President of Facilities,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DWC5zs7n1_xQvHN8WckZk7CY_T7YM3ezr992ZWTAkiaxf2U1d9BQGsiZMMxAJ8EWKOo1ExTZLuhjCEnBVyrdbyCx2xm6d54JjvR990WlCrWlk73CYMg3g1ux0FZpoAkkaEhnSy320ZWIjJLrxJKl_icQCmD0EsEpfnGphteCQcFnXy36Q2MWTyhyygNxmzLQv0rRvO8l2Uau1alfOk7F4bfOfBVLmo6uXi1WBEzVnyGaZYryMo7fq8cQ67R4_-ZJlL3QMDMLjndSHTZIOzCYyTQ6RPgotuMDjWpA6cwXZYgq60A0iJFYUA6WAlmFjoMq3JV_mFgAvs0FwSYz2UtOOnfmzuT4B21pxnjCsRNYsAV-eG9dZSzKlOkuPHLDpItV9zEtiTQOTT35J8NH8kRuW2BWa1IW4xabtMh5Bo45m3VBYU79uiokLnP7OsbUwARsY=&vjs=3&p=1&fvj=1,"Goodwill Industries of Greater NY & Northern NJ, Inc.",Project or other project management software. Leadership and Strategy**....,Sponsored - save job,save job,,,,"$119,000 - $120,000 a year",
"Summer 2019 Undergraduate or Graduate Internship - IT, NY",https://www.indeed.com/rc/clk?jk=bf26ba26565d4cee&fccid=b386980fa584d9b2&vjs=3,ACLU,"Familiarity with at least one type of Helpdesk ticketing software preferred. Configure desktop computers, laptops, software, printers, mobile devices and troubleshoot issues that may occur....",4 months ago   -  save job - more...,-  save job - more...,ACLU,76 reviews,4 months ago,,"New York, NY"
Cantor Fitzgerald: Software Developer,https://www.indeed.com/rc/clk?jk=7ee807d6208362e9&fccid=d08a054a512224de&vjs=3,BGC Partners,Minimum 2 years experience with a financial institution either in job offered or as a Software Engineer. Developing back-end server applications using Java; Work with Structured Products desks to implement front-office trading systems and...,5 days ago   -  save job - more...,-  save job - more...,BGC Partners,50 reviews,5 days ago,,"New York, NY 10022 (Midtown area)"
Help Desk/Computer Support Specialist,https://www.indeed.com/rc/clk?cmp=Goodwill-Industries-NY%2FNJ&ti=Help+Desk+Computer+Support+Specialist&jk=e4ce60bd43830de5&fccid=75bfe5932cf18734&vjs=3,GoodTemps-Goodwill Industries of Greater NY & Nort...,"May provide assistance concerning the use of computer hardware and software, including printing, installation, word processing, electronic mail, and operating systems. Provide technical helpdesk assistance to computer users....",3 hours ago   -  save job - more...,-  save job - more...,,,3 hours ago,$23.10 an hour,"Manhattan, NY"
Growth Associate (June 2019),https://www.indeed.com/company/UpSlide/jobs/Growth-Associate-86f76ee48da5317b?fccid=28a7f97f9d45ca97&vjs=3,UpSlide,"Our software is used by firms like Citi, KPMG, and Deloitte to automate repetitive tasks involved with building financial reports, pitchbooks, and presentations. This role also provides a great platform for a career in entrepreneurship,...",6 days ago   -  save job - more...,-  save job - more...,,,6 days ago,"$50,000 - $60,000 a year","New York, NY 10036"
Application Engineer,https://www.indeed.com/rc/clk?jk=54964eb2f65ca012&fccid=a5b4499d9e91a5c6&vjs=3,Google,"When the situation calls for it, you’ll be part of a team that implements vendor sourced enterprise software, configuring that software, customizing it, and integrating with other internal systems....",30+ days ago   -  save job - more...,-  save job - more...,Google,"2,929 reviews",30+ days ago,,"New York, NY 10011 (Chelsea area)"
Programming Intern,https://www.indeed.com/company/ExplainEd/jobs/Programming-Intern-127888d8f385d974?fccid=d08af0a6a9dccb15&vjs=3,ExplainEd,Understanding of the Xcode software. We are a startup and are looking for new interns. Fluency in swift (iOS) programming language....,30+ days ago   -  save job - more...,-  save job - more...,,,30+ days ago,,"New York, NY 10003 (Greenwich Village area)"
Full Stack Developer,https://www.indeed.com/rc/clk?jk=3fa748193a17276e&fccid=f7029f63fe5c906e&vjs=3,Verizon,"Codifying governance and software quality checks to be used by internal software repos on Gitlab. Knowledge of message queuing, stream processing and highly scalable ‘big data’ data stores....",2 days ago   -  save job - more...,-  save job - more...,Verizon,"23,335 reviews",2 days ago,,"New York, NY 10007 (Financial District area)"
Web Engineer – Data Infrastructure,https://www.indeed.com/rc/clk?jk=0c1ef734e98de1fd&fccid=fe404d18bb9eef1e&vjs=3,Spotify,"You will work with members of your team to build features and scalable architecture for web applications and services within Spotify. Collaborate with software engineers, product managers, designers, and analysts....",7 days ago   -  save job - more...,-  save job - more...,Spotify,40 reviews,7 days ago,,"New York, NY 10011 (Chelsea area)"
Summer 2019 Internship,https://www.indeed.com/rc/clk?jk=47b0f4b47bc43247&fccid=22882e7c9673582e&vjs=3,Brooklyn Sports & Entertainment,"Intern will learn how the Help Desk assists employees with desktop computer issues, including software and hardware problems in a mixed PC/Mac environment. Marketing Analytics (Brooklyn). Prior to your phone screen, please confirm with your...",30+ days ago   -  save job - more...,-  save job - more...,,,30+ days ago,,"Brooklyn, NY 11232 (Greenwood area)"
Software Engineer [Canada Immigration],https://www.indeed.com/company/Relikemindia/jobs/Software-Engineer-199bf9baab61dc19?fccid=b4c2c5a09dde1d87&vjs=3,Relikem India,"Develops and executes unit testing to identify application errors and ensure software solutions meet functional specifications. Supports collaboration between team members, architects, and/or software consultants to ensure functional...",2 days ago   -  save job - more...,-  save job - more...,,,2 days ago,"$50,000 - $70,000 a year","New York, NY"
Field Service Technician,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B0ASSC9oiOf8QwvnoozgTqcPElB8e2GmcSiFJOHjR-HMKg8HwgxDSzR69heiE8j_8_usX5YJpgklmXz2DPH0KNqs1ikMkepplk7HfXNEC9Bf0B4McMb36ZjkUzOT_pk6GTdy7U1EbdPyPNQZvSmGpi5TBPcir06ubnZryKhQuSO54ebPeTQGOln3gQWBX-eVESpCKEZy4E1m6auvUVaCYn1vpYtY-4A50boLatnwoAwSD7Om7Kk4ASfVxZUy2FzboZIXzJL-NSwoEfychuawbiutsll3z3905XHpgbMaWwlT78rPde3KJhQ5C9ebwd74j5tdH56_yweLaysEO_SPyPo6LW76uj2cgtmw9wIfLJCrNWkJYc4punNppKAB9AwLNDGzmHx60mREW6j1m-8fpk41qWK5MvgaKna2Mry3Eg3dvQtO4AcjQv8tjCf_GJ1kQj8Tc9EXHdWA==&vjs=3&p=2&fvj=1,SONIFI Solutions,"Today our team is changing people's lives through memorable guest experiences - all delivered through an integrated technology and service platform. What you’ll need:. As part of a team, the candidate must be proficient with computers to...",Sponsored - save job,save job,,,,$22 - $25 an hour,
Chief Engineers and Senior Managers.,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cc5mp3HIHyLPV9vxp2XOBCzdVt8nSTF20sY2lYmawa3Rf4GbA5IfsSwSSfMDZ41hSgGxQQ0JU79HCiQiIfCbuYu3g1YV4UF955VXrABWkdk0XKFzFghxacoTbJTr6f9UznPlM8yTdzdRbIWwBBUhwYXsjoZOMNoEUWAov5g1KkBB7TLdQvHmsDl7erX-7Kk2k9PkzYBytjxJiDvM4tNVhxuPOhrwB3ydWTIH-2-1yg7UlvhHpfxlYfH0V7Jq7o5Nb4Vvvy_WKJwaFK57aw1lrEqr15gohxaU83m4NyG7ViF_NHAYvnWgPxNRRA8-q_h3R6czWmvnz1es6oZIYYbQk0NvZkC6IB2bC7SlPc2CwG_6jX171dEiSsMLsJ6Ua7y0OkWu5zotfzH80_Tuv5iYgzPokijYq0wgeF6rcZDTTNmt9WUUJi4ug0ud5RHvJiHKClbW0ASvbvvBh9P4vmeTR_&vjs=3&p=3&fvj=1,"New Energy Vehicles Group Co.,Ltd.","Relocation to China - Lean Process Planning - Intelligent Networking - Chassis System - Functional Safety Expert - NVH Expert - Battery System - Electrical System Architect - Powertrain System - Software System - Battery,...",Sponsored - save job,save job,,,,,
DOB Filing Representative,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B2z8VpJLG4xIOfjVrXARwH-I3JzoXjD3xcXnt2gliqK1ig6QSr2wuH_2CLOHMMp5swe4zUUdoXvHrXIo5478gTeheAiJxRuAooSwCbBdNQcfbTZ2srvL_nz4VkibNpeVcQLXIfWvazsbZmbvMhlFN8OBR-XltHQF1X6q9Id-hA7ydhUr04lYaNCSOTzKKHYtu8aQfDIcdAgngd59nUxCKmJsSD027GMd7ac2pcI1DJd0ArKbD8kZqJUXIvyRtOG8_YQomwj6pjfpBTurioFLtk4nOuH7aKGwDVTP1KpHnaTBL9NU4eWJoOscvY006JKxYnwzksuEtNDXN9Z-DasjBvBvNzHTXE2oZ-w3z-xMrLiHoBcM4v2Mt9WjBv3eHJmVC9pCqgDoDxnI6e_p4y1MvFbYHnFK2v5cuHqBvA8lF9DUzGGRWeVrqBTGrzJDaXm9U=&vjs=3&p=4&fvj=1,AZARK Architecture & Design,"Familiarity with project management software (Gsuite). Obtain Building Profiles, Notices of Violation and Violation Orders. DOB Now Build. As an AZARK....",Sponsored - save job,save job,,,,"$55,000 - $65,000 a year",
Administrative Assistant,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C4dYtJFnZ6e9cmkigAAC8yPJF2vxJHZaF5KcAYJ-Z7vg7t9rFFJUBmj7chRKW-D_vix8SM7nygBJnn_EjSQLQlIhwvH8TOD8wwn02VzjZIyrWlULZykCg5Zfv1qSjbBJLAjrl11yXsDs82bBMQUiDgO3jA2qGg2gAmuGDTZ28aGKOlm2NMIjw7R4WUkApOo0AUMTsZ2B-FB-uMYDySE3oi2SOr70auYXzkcWbVroGg8TWbOwfCb27AvFN3D8Ma0scPtaw3WDvf34gCw4cbDadp0T8J-0MaRznux5_bCOgTmd2PEl-hYAXO36Ba1nq99vldDgt8bHz6UKtqLtSVdMCHNb1h2ADL2TI3U0bFBNEOztoeFgukRBgbRVXl_27pfI6v0EFjtMaFtXNPCwBeSavMHczkejS35-OAAi-LOmVjM42pcnUvaVECI63JGYuYToc=&vjs=3&p=5&fvj=1,Non profit Foundation,"Knowledge and well-proven skills are required in organization, commonly used basic office software systems, data management, and problem solving, proofreading and communication skills. Paid time off....",Sponsored - save job,save job,,,,"$45,000 - $50,000 a year",
Software Release Engineer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dnl2F3eLM4kQuXUO7wOSgVBEJK7hB86yCS_Vq58hUC2IHhInTTFF9um7mfMKc89FpZhzZ298O2nO7fVxgoeRd6PYo-7SxK2TSS1yZ8RMPEcoV-wHwrpceGOZfGar5BW6t__xjPqgWXdAfCYbNsX6z1_okG2gNYYII15mTiGSWio9Gxls4rnMNl_pq8clyeDFtxk5raWLRbqnB9scDDtjiK6x18y7E6Wwom2CO-90wsfjc77jfsWDzhBd9rKdJ7ieXu17mYeJj4DRQPjwQjIo-nSE1H_Bnec9aSId5coAdc8sJKpbC2SdVj1MphX9chDZ1uu3HePwTpedU1rLWpc6AgQqJupMXDAG_1O3X-j3Y_5lwfheG5E9rReRH7UwBb6wjfQKUms_6U6VwHLqO2hbHIHR1BPbND4rNu-d2BGCq_7tyZZger8DY3ujgNp7u33Uzrmt-nC7JQPA==&vjs=3&p=1&fvj=1,LINK3D,We help organizations connect the digital thread and help them build and scale their industrial 3D printing production processes. Link3D’s Additive Manufacturing Execution System enables OEMs and Tier 1 Service Bureaus in the Aerospace &...,Sponsored - save job,save job,,,,"$90,000 - $110,000 a year",
Artificial Intelligence Engineer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AxnxYm_JEqOsyLz86C5GU0kGUWetLz-0pMFVr_2UhWI2duLt5i6U6e9DQOnhsS6liVZJw736X8kqOdzPMAEJGM4bh-s9mO5ttNfQ3O6FNWd7ovuEAoOvOacD8NDWm5SQlmgqHpSYgjR5A5hbRZ5Kk90ucNtb0OtdGVR93IBH2rtQJrIJc6WkN1k0661fACF9jccJgDRk9YKgS-louKjtqFzppDcEUV8KWwJVGPQZCYcQM0VQMcP_eyd7ZndRvP44MWMF578LS9c3zGZ8UST9X_mPVDqECcKJDKkDX0n753n4keHziECyNFUtXitXVRyaa-4mWwugXjwDNsXb2jxILYfiU8ppUKt6tSdIdU0ab7K92ttTlrCDBV_uFbAnLC8HXw6ln5nANl3mD9QYKoa5AgyVMgFq92B45dv6-Evp9ODzqSlw4P_sFrq99shyqoEHRh7GStreOj2XRp0lzC04YP&vjs=3&p=2&fvj=1,Oar Staffing,"Artificial intelligence, machine learning, java, Deep Learning for Java (DL4J), NLP, predictive and classification algos. Software development is the lifeblood of our firm, and it shows....",Sponsored - save job,save job,,,,"$140,000 - $175,000 a year",
