date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
2018-02-03, Desktop Support Specialist,"Austin, TX",Former Employee ,IT at UT Austin,More than 3 years,0,"100% employer sponsored, top-tier medical insurance coverage.",Below industry average compensation.,Hire fewer managers and trickle those reclaimed salary dollars to those that are quantitatively and impactfully contributing to the company's successful operation.,4.0,4.0,3.0,3.0,4.0,3.0
2018-02-03,,,Former Employee ,"Great benefits, not a lot of growth opportunity",,0,"Lots of freedom, great benefits, set work hours without a lot of variance.","No growth opportunities, not a lot of oversight or expertise to guide the position.",,3.0,,,,,
2018-01-17,,,Current Employee ,Grad Student,,0,"Young environment, food is close, lots of bars, great gym","long hours, existential crisis from time to time, minimal guidance",Make the GSA fun and helpful for students to develop better work-life balances,5.0,3.0,5.0,5.0,5.0,5.0
2018-01-16,,,Current Employee ,Student,,0,I enjoy the people I am with,It is a very challenging environment,,5.0,,,,,
2018-01-17, Senior Program Coordinator,"Austin, TX",Current Employee ,Senior Program Coordinator,More than 10 years,0,"Great benefits, location, and students.",You have to pay for parking and employee experiences vary greatly by where you are located within the university.,Allow supervisors to be more flexible with employees and provide more opportunities for employees who are able to work remotely.,5.0,4.0,4.0,5.0,5.0,4.0
2018-01-30,,"Austin, TX",Current Employee ,Good place to work,More than 5 years,0,"Decent pay, lots of growth opportunities, flexible hours, stable job.","Commuting downtown, paying for parking",,4.0,4.0,3.0,5.0,4.0,4.0
2018-01-30, Post Doctoral Scientist,"Austin, TX",Current Employee ,Good overall experience,More than 3 years,0,"- Large research center
- great people to work with
- great students","- academia, so pay is lesser",,4.0,5.0,4.0,4.0,3.0,4.0
2018-01-31,,,Current Employee ,UT Overall,,0,"Great benefits, getting to work with great students, job security",Pay not competitive with jobs in same industry,,4.0,5.0,5.0,3.0,2.0,5.0
2018-01-31,,,Former Employee ,Social Science Research Associate,Less than a year,0,"Environment, working with talented smart professors, being on campus, benefits, and perks.","pay for social science researchers is low, short-term contract work, not a lot of direction, Parking is horrible.",,4.0,5.0,5.0,5.0,3.0,5.0
2018-01-10,,,Current Employee ,"good for computational science, engineering",,0,ranked number one for computational science,"faculty is not particularly diverse, no women",,5.0,,,,,
2018-01-08, Student,"Austin, TX",Current Employee ,Student Experience - Turing Scholar,Less than a year,0,"Extremely good CS classes
Renowned in multiple fields, especially CS and engineering","Very large university, may be overwhelming for people from small-town backgrounds",,5.0,4.0,4.0,4.0,4.0,4.0
2018-01-08, Campus Tour Guide,"Austin, TX",Current Employee ,Campus Tour Guide,More than a year,0,"Great opportunity to engage with prospective students and families.
Improve public speaking skills.
Incredible management and work environment.
Flexible hours.",No real cons working as a campus tour guide.,,5.0,,,,,
2018-01-20,,,Current Employee ,grad student review,,0,It's a great research institution to be a part of,"Bureaucracy, but that's an issue with all universities",,4.0,3.0,4.0,4.0,3.0,4.0
2018-01-20, Research Assistant,,Current Employee ,ut-austin,More than 5 years,0,The working dynamic is good,The traffic in Austin is terrible,,3.0,3.0,3.0,3.0,3.0,3.0
2018-01-05, Adjunct Professor,"Austin, TX",Former Employee ,Adjunct Professor,More than 5 years,0,I enjoyed working with the students tremendously. UT has amazing people and tremendous resources.,The pay was low for the high-level work the position entailed.,Easy does it on the micromanagement,5.0,5.0,4.0,5.0,3.0,5.0
2018-01-17,,,Former Employee ,Admissions Ambassador,,0,Good hours. Room to grow. Good relationships.,Pays not really not great.,Pay more.,4.0,,,,,
2018-01-02,,,Former Employee ,Graduate Teaching Assistant Reviews,,0,"Flexible, tuition reimbursement, good health benefits","Grading, work on top of grad school",,5.0,4.0,4.0,4.0,5.0,4.0
2018-01-16,,"Austin, TX",Current Employee ,"A good university, a great city",More than a year,0,Located in a great city to live,The campus is located in the middle of the city,,4.0,,,,,
2018-01-16, Assistant Professor,"Austin, TX",Current Employee ,"Not bad, but needs some work",More than a year,0,"Competitive salary and benefits, good work/life balance","not enough faculty hiring, aging infrastructure, many research inactive faculty","invest more in research, hire more junior faculty who are active",3.0,5.0,2.0,5.0,5.0,2.0
2018-01-15,,,Current Employee ,Teaching Assistant,,0,"friendly environment, good work/life balance","unnecessary bureaucracy, low pay, few opportunities for professional development",,4.0,5.0,5.0,3.0,3.0,4.0
2017-12-30, Lead Systems Administrator,"Austin, TX",Current Employee ,"Pay is low, but life quality and co-workers are very good.",More than 3 years,0,Very professional environment. People are very cooperative and a team spirit is very evident. Very positive co-workers and working on campus offers many amenities.,"Pay is low and advancement can be slow -- so many are ahead in line, as any public sector job.",,5.0,5.0,5.0,3.0,2.0,5.0
2018-01-14,,,Current Employee ,Meaningful work in exchange for poor career advancement,,0,"meaningful work, student-focused, holiday schedule","poor staff development, lack of resources",,4.0,4.0,3.0,1.0,3.0,2.0
2018-01-11, Administrative Assistant,"Austin, TX",Former Employee ,Good Job,More than a year,0,"Good time off during the holidays, you know when to anticipate the busy time of year and a vibrant place to work. Intellectual atmosphere, access to conferences and higher educational events. People are generally nice, just limited growth opportunities.","Parking, pay, and the always present glass ceiling.","Get rid to the glass ceiling, raise your pay to keep talent and keep up with industry.",4.0,3.0,5.0,1.0,3.0,3.0
2018-01-12, Graduate Student,"Austin, TX",Current Employee ,Organic Chemistry Graduate Student Program,Less than a year,0,graduate level classes have generally been good and well taught. Austin is a fun place to live. Department/program is well respected,"work/life balance highly dependent on your PI. Graduate student salary is still competitive, but cost of living in Austin is rising.",,4.0,3.0,3.0,4.0,3.0,3.0
2017-12-24,,,Former Employee ,Parking and Transportation,,0,extremely flexible job for students,no benefits available to work study employees,all managers were great,5.0,5.0,5.0,3.0,2.0,5.0
2018-01-08, Graduate Teaching Assistant,"Austin, TX",Current Employee ,Lots of latitude,More than a year,0,"There is a lot of flexibility. I was only assigned to four hours a week of class time, three hours of office hours, and one hour a week of tutoring. Unfortunately (for the students, fortunately for us), all homework was submitted and graded through Quest, an automated homework platform.",Very little training was provided. You will have to be creative and come up with lesson plans on your own.,,4.0,5.0,4.0,4.0,4.0,4.0
2018-01-07,,,Current Employee ,"Secure, Long-Term Position",,0,"The university offers great benefits, commits to the 40 hour work week, and is comprised from top to bottom by good people.","The pay grade is below industry standard. This is the sacrifice that is made for all of the positives. Also, the developer community is primarily composed of people who are settling down in life. This is not necessarily a bad thing - it just means that, for younger people, it may be a little harder to build new relationships.",,4.0,5.0,4.0,4.0,3.0,4.0
2018-01-03,,,Former Employee ,Undergraduate paid researcher,,0,Excellent way to be a part of a meaningful research study,Not enough training for employees,Help the students,4.0,4.0,4.0,2.0,3.0,4.0
2018-01-03, Student Caller,,Former Employee ,Easy job as a student at UTalk,More than a year,0,"fun environment, lots of games and free food","performance is based on metrics, so it's easy to fall behind when you get bad calls",,4.0,5.0,4.0,3.0,3.0,3.0
2017-12-18,,,Former Employee ,Student Associate Position,,0,Flexible hours and good pay,There are no cons to this job,,5.0,,,,,
2017-12-18, Graduate Research Assistant,"Austin, TX",Current Employee ,Not bad considering degree is paid for,More than 3 years,0,"Good job flexibility, tuition is paid,","Advisor can be bad, long hours low pay",,5.0,3.0,4.0,4.0,4.0,5.0
2018-01-01, Engineering/Scientist Associate,"Austin, TX",Current Employee ,Engineering/Scientist Associate,More than 5 years,0,"Good benefits, reasonable pay.","Horrible parking, if you can't take a bus in.",,4.0,,,,,
2018-01-24, Advisor,,Former Employee ,"Eh, I'd work here again if I was desperate. So glad I left.",More than 8 years,0,Decent work life balance. Good health benefits.,"Super political, more political than other agencies and working in the for profit world. If you're not in a the small select group of whatever dept you're working in, then forget about moving up. They didn't bother giving any staff raises for more than 5 years while cost of living and benefits increase so yeah, it was like getting a pay cut every year.",Don't forget the university would not exist without staff so stop ignoring them and only thinking of the faculty regarding raises.,1.0,4.0,2.0,1.0,1.0,3.0
2017-12-15, Graduate Research Assistant,"Austin, TX",Current Employee ,Ph.D. Student,More than 3 years,0,I love my research topic and the opportunities for learning are great.,None that I can think of.,,5.0,5.0,5.0,5.0,5.0,5.0
2017-12-13,,,Current Employee ,Teaching Assistant,,0,Good heathy insurance. Relaxing working environment.,"It's a temporary job. As a large institution, you will encounter bureaucracy here or there",,5.0,5.0,5.0,3.0,3.0,5.0
2017-12-11,,,Current Employee ,Communications Coordinator - Great Place to work,,0,"Great benefits and location
Austin is a wonderful city.",Each department varies and not all departments are created equal.,,5.0,,,,,
2017-12-12, Graduate Research Assistant,"Austin, TX",Current Employee ,Graduate Research Assistant,More than a year,0,"Flexible schedules, fair pay, in state tuition benefits, insurance waiver","Can get busy with academics, but no real cons as such.",Current decentralized nature is optimal.,5.0,5.0,5.0,3.0,5.0,5.0
2017-12-10, Administrative Assistant,"Port Aransas, TX",Former Employee ,One of the best places I’ve ever worked!!!,More than 5 years,0,"Professional people, vacation & time off, good insurance, retirement plan, advancement opportunities. Plus, a lot of additional perks. Ex: discounted tickets to events on campus.","Only paid once a month. Mandatory participation in 401k. The salary increases were pretty small, only like 3% a year.",,5.0,5.0,5.0,4.0,4.0,5.0
2017-12-20, Power Systems Technician,"Austin, TX",Current Employee ,Power System Technician,More than 8 years,0,Great place to work. The benefits are excellent and all the tools and equipment are provided. The university environment is very stimulating.,Salaries are good but slightly below average. Parking is a problem. Driving around campus to job sites can be hazardous because of 50K + students trying to get to classes.,"Maybe increase the wages to match similar private sector jobs. Aside from that, keep up the good work!",4.0,4.0,5.0,4.0,4.0,4.0
2017-12-03,,,Current Employee ,Assistant Professor,,0,"Nice location, and top program in my field of study",General downsides of academia life :),,5.0,5.0,5.0,4.0,4.0,5.0
2017-12-16,,,Former Employee ,UT Austin is mostly a nice place to work,More than 10 years,0,Great environment and beautiful campus with a strong sense of community. There are lots of faculty/staff orgs to join and cheap gym memberships. Tons of exciting research and interesting events going on. Good health benefits and good retirement options. Many faculty and staff stay long-term so you can really get to know people.,"Salaries are generally below market, and some salaries are very low. Austin is a moderately expensive city. It's pretty bureaucratic and inefficient. In general, personnel issues are not handled well or proactively. I was there for ten years and some jobs were great and some were not. Pay attention during interviews and ask lots of questions! If you notice a red flag, don't dismiss it. Not all jobs are created equal.",,4.0,5.0,4.0,3.0,4.0,3.0
2017-12-01,,,Current Employee ,"Overall, great emplyer",,0,"Good Employer, good health benefits",Not really any cons at all,GRA salary could be slightly higher,5.0,,,,,
2017-12-11,,,Former Employee ,A Hot Mess,More than 5 years,0,"Employee benefits (pension*, access to a great gym, good insurance, discounted tickets, etc.) and . . . .","Insane bureaucracy (even by other university standards), staff are treated with disdain compared to the faculty, HR is a joke and will not back you up, they still use an antiquated mainframe for all university processes (seriously), the commute into work is awful, there is NO parking (be prepared to get to work at 7am or walk a half mile or more in the Texas heat), definitely a ""good ol' boys' network and method of doing business in many areas, a lot of political fights and pettiness (all the way to the top), good luck getting a raise -- ever, ... that's all I can think of off the top of my head. I'm sure there is more.","Get your act together. Seriously. And quit treating staff like they are subhuman. And give a raise. The poor salaries coupled with no raises makes the other benefits the only reason to work there. The administrative organization, workflow, duties, and tools are ridiculous and make work a monotonous hellscape.",3.0,4.0,3.0,2.0,2.0,2.0
2017-11-28,,,Current Employee ,big research university,,0,"lots of departments, challenging work",easy to get lost in such a large organization,,5.0,,,,,
2017-11-29,,,Current Employee ,great flexibility for students,,0,"- flexible around your schedule
- people are nice
- easy work","- low pay
- not enough hours
- slow days",team building would be nice,5.0,5.0,4.0,3.0,3.0,4.0
2017-12-13, Resident Assistant,,Current Employee ,Resident Assistant,More than a year,0,Great job with great benefits. Not very hard at all and they accomadate you very well to any needs you may have.,"Since you have to be a full time student, it's hard at times to juggle everything you have on your plate. Need to be good at multitasking and people skills",,4.0,4.0,5.0,5.0,5.0,5.0
2017-12-10, Program Coordinator,"Austin, TX",Current Employee ,"Good place to work, not so great for career mobility",More than 3 years,0,"University environment, lots of perks, excellent retirement through Teacher's Retirement System.",Below market pay and most people find it hard to move up much unless they move jobs and departments frequently.,,3.0,3.0,3.0,3.0,2.0,3.0
2017-12-07, Adjunct Professor,"Austin, TX",Former Employee ,"Good benefits, good vibe, huge organization",More than a year,0,UT pays better than the other universities near Austin. It's also a better resume builder.,"UT is a huge organization, and you can get lost in the shuffle.","Treat your adjuncts better. For better or worse, adjuncts are the wave of the future for academia.",4.0,5.0,4.0,4.0,4.0,4.0
2017-12-05,,,Current Employee ,Great place for students to gain experience,,0,"I have worked at UT as a part time student assistant for the School of Undergraduate Studies. It's flexible, the supervisors are fantastic. Great place to work, and convenient (location wise and other) for UT students.","The administration is really big, and it can be difficult sometimes to find the right person for something because of the bureaucracy.",,4.0,4.0,4.0,4.0,4.0,4.0
2017-12-05,,,Former Employee ,Like a small city so a lot of politics.,,0,"Benefits, people you meet, the experience.","Parking, cross department politics, having to do work that is above your pay grade since other teams sometimes refuse. The overall design of department structures. Multiple IT contractors. The entire campus should be handled by one or two IT groups, not 25. It makes getting things done or finding out who to talk too a chaotic nightmare.","Efficiency could be much higher on all fronts, but I understand that the campus is a small city. One day!",4.0,4.0,3.0,5.0,4.0,4.0
2017-11-20,,,Former Employee ,Great,,0,Best place to work out trust me,there is no cons that i know of,,5.0,5.0,5.0,5.0,5.0,5.0
2017-12-05,,,Current Employee ,Marketing,,0,Help you learn ways to improve,No room for growth in company,Pay more attention,4.0,4.0,3.0,2.0,2.0,3.0
2017-11-19,,,Former Employee ,Research Assistant,,0,Had the right professor and it made the position educational and productive. McCombs has a great program for graduate students,Job is very dependent on the professor and what classes they are teaching during your time. Unfortunately there is no way of checking out ahead of time,,5.0,5.0,5.0,5.0,5.0,5.0
2017-12-03,,,Former Employee ,Good benefits,,0,Good benefits for all employees,My department was not family friendly.,,3.0,2.0,3.0,4.0,4.0,2.0
2017-12-04,,,Current Employee ,Frozen in time,,0,Working for the State of Texas,"Glacial rate of change, politics everywhere",Go work elsewhere...,3.0,4.0,3.0,2.0,2.0,1.0
2017-12-01,,"Austin, TX",Current Employee ,Keep looking.,More than 5 years,0,Not many. Holidays. Students. Trees.,"The university does not value its employees, the top make a ridiculous amount of money and the bottom struggle to get by. People are considered expendable and treated that way.","Austin is a very expensive place to live. Austin is becoming like any other big city, clogging traffic, dirty and high crime. If the university intends to attract and keep good people they should pay them and treat them well. Not just the top tier.",2.0,3.0,1.0,2.0,1.0,1.0
2017-11-16,,,Current Employee ,Graduate Researcher,,0,"Great research atmosphere, great facilities",Low salary compared to other university,,5.0,5.0,5.0,5.0,5.0,5.0
2017-11-14,,,Current Employee ,Great Experience,,0,Everyone is very friendly and welcoming. It is very inclusive and hardly ever any problems.,I haven't faced any cons.,,5.0,,,,,
2017-11-15,,,Former Employee ,Student Assistant,,0,Working with other open-minded individuals in an effort to create a better experience for students and families.,Overwhelming at times with its complex hierarchy system.,,5.0,4.0,5.0,5.0,4.0,5.0
2017-11-15, Instructor,"Austin, TX",Current Employee ,Best workplace in Austin,More than a year,0,"Supportive staff, campus amenities, work life balance",Parking is expensive and not always close to where you work.,,5.0,5.0,5.0,5.0,5.0,
2017-11-10,,,Current Employee ,Great learning experience working as a TA,,0,Great learning plus waived tuition and stipend,"Nothing much in Cons, everything is good although the work might become hectic at times",,5.0,5.0,,,,
2017-11-09,,,Former Employee ,"Low pay, High benefits",,0,"Pays are lower than they should be for the crazy amount of work; however, benefits are amazing and equal an almost $2k per month 'pay raise' by cost savings.",Low pay compared to same job in private sector,,5.0,,,,,
2017-11-23,,,Former Employee ,Administrative Associate,,0,"Depending on the department, most people are motivated and helpful to work with, plus there are many non-monetary benefits.","Depending on the department, workload can vary from heavy to very light, due to organizational bottlenecks and inefficiency.",Most departments would benefit from cross-training among some of the entry and mid-level staff.,4.0,5.0,4.0,3.0,4.0,4.0
2017-11-08, Graduate Research Assistant,"Austin, TX",Current Employee ,Reviewer from Student Employee,More than 3 years,0,"Great place, great team, great people",do not pay that much,,5.0,5.0,5.0,5.0,5.0,5.0
2017-11-22, Graduate Research Assistant,,Current Employee ,A quality research institution that could handle graduate fellowships with more care.,More than 3 years,0,"The university provides many resources, and there's brand recognition.",Institutional policies can be difficult to navigate. Some personnel are not willing to help you obtain the information you need if it means interacting with personnel from other departments. Being considered staff but also a student can make things confusing.,Create protocols that graduate students can follow for handling receipt of fellowships and all related bureaucratic issues that fellowships create.,4.0,5.0,5.0,,,
2017-11-18, Graduate Assistant,"Austin, TX",Current Employee ,Good work environment,More than a year,0,"Chance to learn from higher-ed professionals
Healthcare benefits
Fun work environment","Low pay
Jobs only last 1-2 semesters",,4.0,5.0,4.0,4.0,4.0,4.0
2017-11-01,,,Former Employee ,Admissions Counselor,,0,"team-based, collaborative, school spirit, connections with students",higher administration does not listen,,5.0,5.0,5.0,5.0,5.0,5.0
2017-10-31, Undergraduate Research Assistant,"Austin, TX",Current Employee ,Excellent place to work,More than a year,0,"Good staff
Interesting projects
Fits great with a college schedule",Can't really think of many,,5.0,5.0,4.0,2.0,3.0,5.0
2017-11-15,,,Former Employee ,Work here as a student. Quit soon after,,0,"Compared to other on campus jobs, this paid more","Lack of communication from the supervisors
Higher-ups quick to lay blame on those below them
Not much room for career advancement",,3.0,1.0,3.0,2.0,2.0,1.0
2017-10-30, Administrative Assistant,"Austin, TX",Current Employee ,Germanic Studies Department,More than a year,0,"I currently work for a project that is part of the Germanic Studies department. The people in the department are a joy to work with, and the workload ranges from data entry to creative problem solving to interactions with the public.",My current position is not available as a full-time position.,,5.0,4.0,5.0,2.0,2.0,4.0
2017-11-11,,,Former Employee ,Graduate Research Assistant,,0,"flexible work hours, good benefits, free medical insurance with no cost to employee","low salary, bad parking situation","improve parking, more incentive for employees",4.0,5.0,4.0,3.0,4.0,4.0
2017-10-27,,"Austin, TX",Former Employee ,Program Specialist,More than a year,0,The people really care about you and are invested in you. Good health insurance and benefits.,Pay is not the best,,5.0,5.0,5.0,5.0,4.0,4.0
2017-11-06,,,Former Employee ,building monitor,,0,"great environment, encouraging leaders",can sometimes be driven only be self motivation,,4.0,5.0,3.0,3.0,4.0,4.0
2017-10-23, Senior Academic Advisor,"Austin, TX",Current Employee ,Great Place to work,More than 5 years,0,"Awesome place w/ great benfits, work-life balance, etc.",no cons up to date w/ this. May be that it is too decentralized w/ practices.,,5.0,5.0,5.0,5.0,5.0,3.0
2017-11-06, IT Manager of University Data Centers,"Austin, TX",Former Employee ,IT Manager,More than a year,0,Great working environment and benefits.,Low salary and and parking could be challenging at times.,Openly communicate with your employees.,3.0,4.0,3.0,4.0,3.0,3.0
2017-11-04,,,Former Employee ,Graduate Research Assistan,,0,Lots of resources on campus,Generally very low paying jobs in the libraries,,4.0,3.0,3.0,3.0,2.0,3.0
2017-10-19, Teaching Assistant,"Austin, TX",Former Employee ,Teaching Assistant,More than 3 years,0,Great academic atmosphere. Supportive colleagues and supervisors.,Sometimes focus can be mildly archaic and rubric obsessive.,Keep up the good job. Particularly thrilled to hear about UT's decision to incorporate ethics education across disciplines.,5.0,4.0,5.0,4.0,4.0,5.0
2017-10-19,,,Former Employee ,"Amazing, Collaborate Workspace",,0,UT Austin's DDCE is absolutely amazing. My co-workers communicated effectively and were very helpful at every step of the way.,The were no cons to working at this amazing company.,,5.0,5.0,5.0,5.0,5.0,5.0
2017-11-02,,,Current Employee ,Media Relations Department,,0,"Great experience with college sports
Friendly environment and helpful supervisors",Very hard to get a full-time job,They are great,4.0,5.0,5.0,4.0,4.0,5.0
2017-11-03,,"Austin, TX",Former Employee ,Great place to work!,Less than a year,0,"Relaxed workplace, good benefits! I loved my boss!","I was on ""Soft money"" (grant money) so there was always uncertainty.",,4.0,5.0,5.0,3.0,4.0,5.0
2017-11-03,,,Current Employee ,Great place to work,,0,"Lot of amenities available to you, great people on campus, energy","Unable to move around despite there being so many departments/colleges, is not an open culture in that way",,4.0,5.0,5.0,3.0,4.0,4.0
2017-10-17,,,Current Employee ,Rich research resources and helpful people!,,0,"Austin is a good place to live in.
We almost have access what we need for our research work.",It is hot in summer.,,5.0,,,,,
2017-10-15, Student Assistant,"Austin, TX",Former Employee ,part time job at library service,More than a year,0,"pretty chill, nice pay, nice people",get's a bit boring sometimes,,5.0,,,,,
2017-10-13,,,Current Employee ,Graduate Research Assistant,,0,Dynamic work environment with great student benefits,Graduate study is generally extremely demanding with very little compensation.,,5.0,,,,,
2017-10-12, Resident Assistant,,Former Employee ,Resident Assistant,More than a year,0,Fun job; great people to work with; monthly stipend and free housing if you choose to have a roommate,Have to pay a discounted price for a single room,,5.0,5.0,5.0,4.0,4.0,4.0
2017-10-26,,,Current Employee ,"Good environment, iffy bureaucracy",,0,"For a graduate teaching assistant, the pay is good enough, and there is a good range of health benefits. Hours are mostly free-form; you mostly establish them on your own, with some guidance from your advisor.","I've had the bureaucracy drop the ball in some way almost every semester. Sure, they eventually fix the problem, but they never should have been problems to begin with.","Make it easier for new employees to understand the bureaucracy. Most of my problems were things that were easy enough to take care of once I was made aware of them, but I was rarely made aware of them beforehand.",4.0,,,,,
2017-11-16, Manager,"Austin, TX",Former Employee ,Manager,More than 5 years,0,Great academic environment being around students. Usually some flexibility with work hours to help with kids.,"Campus leadership doesn't have their act together. This causes uncertainty as a staff member, changes come often and unexpectedly and don't always make sense. Lots of government bureaucracy frustration, corrosive culture in many staff areas due to poor management. Many managers, directors, AVPs, assistant deans express similar frustrations with leadership.","Campus leadership needs to be in sync. 18 Deans, a President, a Provost, and a CFO can't agree on a direction.",1.0,4.0,2.0,3.0,2.0,1.0
2017-10-24,,,Former Employee ,Sanger Learning Center Tutor,,0,"The management was very easy to work with and if you ever needed help/ had a problem, they were very accommodating.",Really no cons to working here. It was a great environment.,,4.0,3.0,4.0,3.0,4.0,
2017-10-22, Postdoctoral Fellow,"Austin, TX",Current Employee ,Postdoc,More than a year,0,Flexible work schedule; Great salary and compensation; Friendly people,I like it very much,,4.0,5.0,4.0,4.0,5.0,4.0
2017-10-05,,,Current Employee ,Fun and Interesting,,0,Very nice people to work with,Time is constrained for projects,,5.0,,,,,
2017-10-19, Associate Director,"Austin, TX",Current Employee ,State Agency - So about what you expect,Less than a year,0,Good retirement benefits. Great healthcare benefits. Security in your job once you make it past the probationary period. Overall the workplace culture and my colleagues are happy and pleasant.,"If you need anything other than basic healthcare benefits then it starts to get pricy. And parking is a nightmare. Be prepared to pay for it and walk a lot. There is nothing that is convenient or free at UT Austin.
And because all of your colleagues are state employees that have probably worked here for many years in the exact same job, don't expect them to volunteer a lot of information or explanation. There is almost zero training on the archaic and very specific UT Austin systems. They will point you to wiki's and broken links and then just shrug when you have question. You are very much on your own to learn your job. They just say ""That's how UT is.""
Staff is at the bottom of the totem pole at UT. First students (customers). Then faculty. Then the staff. And when it comes to salaries - expect a very modest annual increase. No one will get rich on staff (unless your in athletics or the President's office). But the payoff will be the security at retirement.","Status quo might be comfortable for the majority, but you can invest a little bit of your resources in updating training for staff. They are the one's that are actually making things run day-to-day.",4.0,4.0,4.0,3.0,3.0,3.0
2017-10-19, Program Coordinator,"Austin, TX",Former Employee ,Bureaucratic but OK,More than 3 years,0,Overall OK company to work. Good health benefits.,"It is a slow-moving huge bureaucratic machine. Everything requires paperwork, changes are very slow. Huge disparity in the salaries of higher-ups and regular employees. Management often makes grand pronouncements but the reality is much more mundane. A lot of achievements are on paper. Low chances for promotion. High turnover within departments. Parking horrible and expensive.",Give current employees more opportunities to move up.,4.0,5.0,5.0,4.0,4.0,3.0
2017-10-04,,,Former Employee ,"Fun, fast paced environment",,0,I worked at the Student Activity Center and loved it. I got along with all my coworkers and loved the ability to study and do homework during night shifts. I'd highly recommend working here,"Sometimes its difficult to get shifts picked up, just make sure you plan well in advanced. Also, during the school year, the SAC is open until 3 AM",,5.0,5.0,5.0,5.0,5.0,5.0
2017-10-02,,,Former Employee ,FSP Mentor,,0,Very organized and flexible hours,Commitment requirement may be a bit over the top,,5.0,5.0,5.0,5.0,5.0,5.0
2017-10-02,,,Current Employee ,Position review,,0,"Great environment
Close commute
Working with students",Can't find parking and having to pay,,5.0,,,,,
2017-10-18,,,Former Employee ,Teaching Asssistant,,0,20 hr full time work. Some TA positions are less work than others,Lack of support by upper administration to make changes to classes.,Provide better resources for first time TAs to teach them how to effectively teach students,2.0,3.0,2.0,2.0,3.0,2.0
2017-09-30,,,Current Employee ,Best place to do research,,0,"Wonderful people, good collaborative enviroment","Low salary, no added incentive",,5.0,,,,,
2017-10-13,,,Former Employee ,Student Job,More than a year,0,"Good, flexible part time job","Student job, average pay and limited experience",,4.0,,,,,
2017-10-14, ITS Point People,"Austin, TX",Current Employee ,Student Worker for ITS,More than a year,0,"Close to all my classes, hours are extremely flexible, I've learned a little bit about the software industry by talking to the programmers.","The pay isn't the best, and sometimes you're given way too many tasks to be able to do in a normal work period.","Please understand that student workers don't work full time and can not do everything that is requested. Other than that, please keep in mind that the student workers, or at least I was, asked to do a different small task by many different people.",4.0,4.0,4.0,2.0,2.0,4.0
2017-10-12,,,Current Employee ,Research the lab you are going into,,0,UT has a great benefits package!,Getting to campus can be difficult.,,4.0,,,,,
2017-09-28,,,Current Employee ,Head Lifeguard,,0,Great people and work environment. Very convenient.,Sometimes hard to get shifts covered.,Hire more students!,5.0,4.0,4.0,4.0,4.0,4.0
2017-10-10, Program Manager,"Austin, TX",Current Employee ,Downside of Austin,More than 5 years,0,Great benefit and sick leave,"No career pathing, no loyalty, slow and very bureaucratic.",Build and reward loyalty and invest in people. Provide staff with free access to all classes when seats are available for up to 8 hrs per month...,3.0,3.0,2.0,3.0,4.0,1.0
2017-10-09,,,Current Employee ,Great benefits small raises,,0,"The benefits are good, and the people are awesome",Raises do not correspond with cost of living,,3.0,3.0,,,,
2017-09-25, Undergraduate Research Assistant,,Current Employee ,URA at UT Austin for the past year at the Plant Resources Center,,0,It lets me qualify for In-State Tuition,Some of the Plant Resource Center work is very repetitive,,5.0,3.0,5.0,1.0,5.0,5.0
2017-10-08,,,Current Employee ,Good job for a student,,0,"Lots of time to work on homework, friendly coworkers, consistent shifts for the entire semester","Tendency for senior staff to micromanage at times, not competitive pay",,4.0,,,,,
2017-09-23,,,Current Employee ,OnRamps Fellow,,0,Flexible working hours. Great employees.,There was nothing negative about my experience.,,5.0,,,,,
2017-09-20, Program Associate,"Austin, UT",Former Employee ,Great Work Environment,More than a year,0,"Great student internship, and a great learning experience.",Not much upward growth available.,,5.0,5.0,5.0,5.0,5.0,5.0
2017-09-20,,,Former Employee ,Student Ambassador,,0,-Allowed us to tailor our presentations to our unique experiences,-often worked for only a few hours each week,,5.0,5.0,5.0,5.0,5.0,5.0
2017-09-21, Teaching Assistant,,Current Employee ,Rewarding and educational,More than a year,0,Getting to teach embedded systems has taught me how to communicate complex ideas as well as allowed to me dive deeper into the topic.,"As an undergrad, the pay isn't great.",,5.0,4.0,5.0,2.0,4.0,5.0
